Feature1,Feature2,Label
0.19777088432007234,,1.0
0.5115368132581553,9.93478521817206,0.0
-1.068407776257505,9.336323880601544,0.0
0.08048489484862122,9.058531898130921,1.0
-1.0121532935051598,9.34768460672528,0.0
-0.1006312831359818,,1.0
-0.05824902227199821,9.338508148210925,1.0
-0.06008890706747287,9.349034302693692,1.0
-0.8095848459645032,,0.0
-0.4773691349298733,,0.0
0.23516885361216416,10.049081580937344,0.0
-0.8450524521817575,9.776404152991105,0.0
-0.9402271457696348,9.033604226660618,0.0
-0.004994615442650854,9.50834529402568,1.0
0.23493011857298693,,0.0
-0.5384902008990382,,0.0
0.07852415678943364,9.350265482824978,1.0
-0.17629544400736577,,0.0
-1.0709397973484838,,0.0
-0.033497062036085296,,1.0
-0.7564929618667598,,0.0
-0.05089392977920908,,1.0
1.2013419019706295,,0.0
0.0649003755212024,9.079102535987532,1.0
0.32165468863639,9.426461280776625,1.0
-0.6546327136721865,,0.0
-0.7851120168317139,,0.0
0.5677759647563903,9.485501494637605,0.0
0.608167803584328,,0.0
0.9699739681330262,,0.0
-0.07553407038127694,,1.0
0.1839858343154075,,1.0
1.0093245605440273,,0.0
0.8849916229697532,,0.0
0.24025583952228868,,1.0
0.07087681892322613,9.365538307002472,1.0
0.042595178322042695,8.796837848021658,1.0
-0.016784939890371067,,1.0
0.8162178708362196,9.855465593306691,0.0
0.23114731092519758,,1.0
-0.22217146935661197,8.997039218867052,1.0
0.4515042817323224,,0.0
1.1213523871838609,8.906999791969652,0.0
-0.22167410594004916,,1.0
0.19024587525403824,9.447551863607565,1.0
-0.29606015692336657,,1.0
-0.1313865960610991,9.050868848344477,1.0
0.21883254103801478,9.206464815286672,1.0
0.04348452858511309,9.226651361373351,1.0
1.0324502633506452,8.208705556419945,0.0
-0.08437375827870255,9.345458262893768,1.0
-0.2512815774532996,,1.0
-0.13724525623790884,9.209973636883213,1.0
0.07779732534940331,,1.0
0.14764757670632658,8.76246336190587,1.0
-0.9804375721347698,,0.0
0.26197737479778965,,1.0
-1.024137175397867,9.075817210547951,0.0
-0.21975713363717975,9.988061571364184,0.0
0.1017235534571472,8.87911389219153,1.0
-0.6318603534992621,10.026469955463602,0.0
0.24152085447583005,,1.0
0.39742812995678783,,0.0
0.6289374020575706,,0.0
0.14432956036564232,,0.0
-0.898655387223778,,0.0
-0.04138214968302785,9.320408229276678,1.0
0.5554310831908035,9.851529231430998,0.0
-0.002188643130105722,,1.0
-0.034098773668098915,8.85487577025812,1.0
-0.022586117687928578,,1.0
0.49491795339352485,,0.0
0.8250696868555117,,0.0
-0.20514466040180826,,1.0
0.38503102170176084,10.015131218178594,0.0
0.701734040808049,9.598394350391716,0.0
-0.22934948204563194,,1.0
0.4490265862267963,9.932033516988387,0.0
-0.2807358846821646,,1.0
-0.1747285583187885,,1.0
0.7945646619488913,9.736910016825622,0.0
0.3211651044697256,,1.0
0.5655474260562959,,0.0
-0.35218030508707443,9.996936016927236,0.0
-0.2081112476643683,,0.0
0.7699995635958983,,0.0
-0.6952939401199083,,0.0
0.6596954322374017,,0.0
0.2031964285051739,10.001113255161563,0.0
-0.03849353306817822,,1.0
0.1070552988118068,9.205146151240928,1.0
-0.10110738594181287,,0.0
-1.0607537066761157,,0.0
0.7613259659171164,9.713304106552455,0.0
-0.05918400838086647,,1.0
1.0848803970854923,,0.0
0.11116726679819064,,0.0
-0.04962589772868222,,1.0
-0.08173632037280815,8.920461608527459,1.0
0.2040114452568203,,0.0
-0.2687218241696569,7.964468705423048,1.0
0.25211511247759116,9.0270105723829,1.0
-0.04304719195712531,8.945988068793286,1.0
1.1504647352963502,,0.0
-0.22680908930120708,,1.0
0.05650297900302503,,0.0
0.16466472185924494,,1.0
-0.10276440987504826,9.956225732988798,0.0
-0.8260070240298214,9.710776810631707,0.0
0.5235660925849843,9.935806658574988,0.0
0.05053271171659797,9.292960957004352,1.0
-0.027326757255908787,,0.0
0.1394285784121253,,1.0
0.009017935683600514,9.173518738735744,1.0
0.6256536446602099,,0.0
-0.7951793423361745,,0.0
-0.27012894533764864,,1.0
0.09672191088437715,8.960798129402738,1.0
1.0863053287621616,,0.0
-0.7703772999789831,,0.0
-1.1298482347416687,,0.0
0.1448293171122912,8.677700781733979,1.0
0.4792615463953626,,0.0
0.0856165788564896,9.164787004002902,1.0
0.09447467551770267,,1.0
-0.3575301832703362,9.971151327003803,0.0
-0.14353125142156328,,1.0
-0.07889274451040287,8.42282017266906,1.0
0.9266663676333874,,0.0
-1.125657562169192,,0.0
-0.4052979287710216,,1.0
0.9253776629378578,,0.0
1.0089647972959024,,0.0
0.23768912089712219,9.364759188383017,1.0
